형태소,품사,분류,카운트,상대빈도,시각화용,,,
사용,Noun,교촌 전,1,0.00143%,사용 ,,,
사용,Noun,교촌 전,1,0.00143%,사용 ,,,
사용,Noun,교촌 전,1,0.00143%,사용 ,,,
사용,Noun,교촌 전,1,0.00143%,사용 ,,,
사용,Noun,교촌 전,2,0.00143%,사용 사용 ,,,
사용,Noun,교촌 전,1,0.00143%,사용 ,,,
사용,Noun,교촌 전,1,0.00143%,사용 ,,,
사용,Noun,교촌 전,2,0.00143%,사용 사용 ,,,
사용,Noun,교촌 전,1,0.00143%,사용 ,,,
사용,Noun,교촌 전,1,0.00143%,사용 ,,,
사용,Noun,교촌 전,2,0.00143%,사용 사용 ,,,
사용,Noun,교촌 전,1,0.00143%,사용 ,,,
사용,Noun,교촌 전,1,0.00143%,사용 ,,,
사운드,Noun,교촌 전,1,0.00143%,사운드 ,,,
사을,Verb,교촌 전,1,0.00143%,사을 ,,,
사을,Verb,교촌 전,1,0.00143%,사을 ,,,
사이,Foreign,교촌 전,1,0.00143%,사이 ,,,
사이,Foreign,교촌 전,1,0.00143%,사이 ,,,
사이,Noun,교촌 전,1,0.00143%,사이 ,,,
사이,Noun,교촌 전,1,0.00143%,사이 ,,,
사이,Noun,교촌 전,1,0.00143%,사이 ,,,
사이,Noun,교촌 전,1,0.00143%,사이 ,,,
사이,Noun,교촌 전,2,0.00143%,사이 사이 ,,,
사이다,Noun,교촌 전,1,0.00143%,사이다 ,,,
사이다,Noun,교촌 전,1,0.00143%,사이다 ,,,
사이즈,Noun,교촌 전,1,0.00143%,사이즈 ,,,
사이즈,Noun,교촌 전,1,0.00143%,사이즈 ,,,
사이즈,Noun,교촌 전,1,0.00143%,사이즈 ,,,
사이즈,Noun,교촌 전,1,0.00143%,사이즈 ,,,
사이즈,Noun,교촌 전,1,0.00143%,사이즈 ,,,
사이즈,Noun,교촌 전,1,0.00143%,사이즈 ,,,
사이즈,Noun,교촌 전,1,0.00143%,사이즈 ,,,
사이즈,Noun,교촌 전,1,0.00143%,사이즈 ,,,
사임,Noun,교촌 전,1,0.00143%,사임 ,,,
사임,Noun,교촌 전,1,0.00143%,사임 ,,,
사자자리,Noun,교촌 전,1,0.00143%,사자자리 ,,,
사잘,Verb,교촌 전,1,0.00143%,사잘 ,,,
사잘,Verb,교촌 전,1,0.00143%,사잘 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,3,0.00143%,사장 사장 사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,2,0.00143%,사장 사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,2,0.00143%,사장 사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,2,0.00143%,사장 사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,3,0.00143%,사장 사장 사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,2,0.00143%,사장 사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,2,0.00143%,사장 사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사장,Noun,교촌 전,1,0.00143%,사장 ,,,
사정,Noun,교촌 전,1,0.00143%,사정 ,,,
사정,Noun,교촌 전,1,0.00143%,사정 ,,,
사주,Noun,교촌 전,1,0.00143%,사주 ,,,
사주,Noun,교촌 전,1,0.00143%,사주 ,,,
사주는,Verb,교촌 전,1,0.00143%,사주는 ,,,
사주는,Verb,교촌 전,1,0.00143%,사주는 ,,,
사주세요,Verb,교촌 전,1,0.00143%,사주세요 ,,,
사줄,Verb,교촌 전,1,0.00143%,사줄 ,,,
사줄,Verb,교촌 전,1,0.00143%,사줄 ,,,
사줄,Verb,교촌 전,1,0.00143%,사줄 ,,,
사줄,Verb,교촌 전,1,0.00143%,사줄 ,,,
사진,Noun,교촌 전,1,0.00143%,사진 ,,,
사진,Noun,교촌 전,1,0.00143%,사진 ,,,
사춘기,Noun,교촌 전,1,0.00143%,사춘기 ,,,
사태,Noun,교촌 전,1,0.00143%,사태 ,,,
사태,Noun,교촌 전,1,0.00143%,사태 ,,,
사태,Noun,교촌 전,1,0.00143%,사태 ,,,
사태,Noun,교촌 전,1,0.00143%,사태 ,,,
사택,Noun,교촌 전,1,0.00143%,사택 ,,,
사퇴,Noun,교촌 전,2,0.00143%,사퇴 사퇴 ,,,
사표,Noun,교촌 전,1,0.00143%,사표 ,,,
사표,Noun,교촌 전,1,0.00143%,사표 ,,,
사항,Noun,교촌 전,1,0.00143%,사항 ,,,
사항,Noun,교촌 전,1,0.00143%,사항 ,,,
사항,Noun,교촌 전,1,0.00143%,사항 ,,,
사항,Noun,교촌 전,1,0.00143%,사항 ,,,
사혼,Noun,교촌 전,1,0.00143%,사혼 ,,,
사회,Noun,교촌 전,1,0.00143%,사회 ,,,
사회,Noun,교촌 전,1,0.00143%,사회 ,,,
사회,Noun,교촌 전,1,0.00143%,사회 ,,,
사회,Noun,교촌 전,1,0.00143%,사회 ,,,
사회,Noun,교촌 전,1,0.00143%,사회 ,,,
사회,Noun,교촌 전,1,0.00143%,사회 ,,,
사회,Noun,교촌 전,2,0.00143%,사회 사회 ,,,
사회,Noun,교촌 전,1,0.00143%,사회 ,,,
사회,Noun,교촌 전,1,0.00143%,사회 ,,,
삭막할까,Adjective,교촌 전,1,0.00143%,삭막할까 ,,,
삭막할까,Adjective,교촌 전,1,0.00143%,삭막할까 ,,,
삭았음,Noun,교촌 전,1,0.00143%,삭았음 ,,,
삭았음,Noun,교촌 전,1,0.00143%,삭았음 ,,,
삭제,Noun,교촌 전,1,0.00143%,삭제 ,,,
삭제,Noun,교촌 전,1,0.00143%,삭제 ,,,
삭제,Noun,교촌 전,1,0.00143%,삭제 ,,,
삭제,Noun,교촌 전,1,0.00143%,삭제 ,,,
산,Noun,교촌 전,1,0.00143%,산 ,,,
산,Noun,교촌 전,1,0.00143%,산 ,,,
산다,Noun,교촌 전,1,0.00143%,산다 ,,,
산다,Noun,교촌 전,1,0.00143%,산다 ,,,
산지,Noun,교촌 전,1,0.00143%,산지 ,,,
산지,Noun,교촌 전,1,0.00143%,산지 ,,,
산지,Noun,교촌 전,1,0.00143%,산지 ,,,
산지,Noun,교촌 전,1,0.00143%,산지 ,,,
산지,Noun,교촌 전,2,0.00143%,산지 산지 ,,,
산펭귄,Foreign,교촌 전,1,0.00143%,산펭귄 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,2,0.00143%,살 살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살,Noun,교촌 전,1,0.00143%,살 ,,,
살기,Noun,교촌 전,1,0.00143%,살기 ,,,
살려,Verb,교촌 전,1,0.00143%,살려 ,,,
살로,Noun,교촌 전,1,0.00143%,살로 ,,,
살로,Noun,교촌 전,1,0.00143%,살로 ,,,
살리는,Verb,교촌 전,1,0.00143%,살리는 ,,,
살리는,Verb,교촌 전,1,0.00143%,살리는 ,,,
살면안,Verb,교촌 전,1,0.00143%,살면안 ,,,
살면안,Verb,교촌 전,1,0.00143%,살면안 ,,,
살몬,Noun,교촌 전,1,0.00143%,살몬 ,,,
살빼는,Adjective,교촌 전,1,0.00143%,살빼는 ,,,
살빼는,Adjective,교촌 전,1,0.00143%,살빼는 ,,,
살빼면,Adjective,교촌 전,1,0.00143%,살빼면 ,,,
살빼면,Adjective,교촌 전,1,0.00143%,살빼면 ,,,
살뺐네,Adjective,교촌 전,1,0.00143%,살뺐네 ,,,
살뺐네,Adjective,교촌 전,1,0.00143%,살뺐네 ,,,
살살,Noun,교촌 전,1,0.00143%,살살 ,,,
살살,Noun,교촌 전,1,0.00143%,살살 ,,,
살살,Noun,교촌 전,1,0.00143%,살살 ,,,
살살,Noun,교촌 전,1,0.00143%,살살 ,,,
살살,Noun,교촌 전,1,0.00143%,살살 ,,,
살살,Noun,교촌 전,1,0.00143%,살살 ,,,
살아가는,Verb,교촌 전,1,0.00143%,살아가는 ,,,
살아가는,Verb,교촌 전,1,0.00143%,살아가는 ,,,
살아남는거,Verb,교촌 전,1,0.00143%,살아남는거 ,,,
살아남는거,Verb,교촌 전,1,0.00143%,살아남는거 ,,,
살아남을듯,Verb,교촌 전,1,0.00143%,살아남을듯 ,,,
살아남을듯,Verb,교촌 전,1,0.00143%,살아남을듯 ,,,
살아라,Verb,교촌 전,1,0.00143%,살아라 ,,,
살아라,Verb,교촌 전,1,0.00143%,살아라 ,,,
살아라,Verb,교촌 전,1,0.00143%,살아라 ,,,
살아라,Verb,교촌 전,1,0.00143%,살아라 ,,,
살아서,Verb,교촌 전,1,0.00143%,살아서 ,,,
살아서,Verb,교촌 전,1,0.00143%,살아서 ,,,
살아야지,Verb,교촌 전,1,0.00143%,살아야지 ,,,
살아야지,Verb,교촌 전,1,0.00143%,살아야지 ,,,
살았고,Verb,교촌 전,1,0.00143%,살았고 ,,,
살았고,Verb,교촌 전,1,0.00143%,살았고 ,,,
살어요,Verb,교촌 전,1,0.00143%,살어요 ,,,
살어요,Verb,교촌 전,1,0.00143%,살어요 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이,Noun,교촌 전,2,0.00143%,살이 살이 ,,,
살이,Noun,교촌 전,2,0.00143%,살이 살이 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이,Noun,교촌 전,1,0.00143%,살이 ,,,
살이라구요,Verb,교촌 전,1,0.00143%,살이라구요 ,,,
살이라구요,Verb,교촌 전,1,0.00143%,살이라구요 ,,,
살인,Noun,교촌 전,1,0.00143%,살인 ,,,
살인,Noun,교촌 전,1,0.00143%,살인 ,,,
살인,Noun,교촌 전,1,0.00143%,살인 ,,,
살인,Noun,교촌 전,1,0.00143%,살인 ,,,
살인,Noun,교촌 전,1,0.00143%,살인 ,,,
살인,Noun,교촌 전,1,0.00143%,살인 ,,,
살좀,Noun,교촌 전,1,0.00143%,살좀 ,,,
살좀,Noun,교촌 전,1,0.00143%,살좀 ,,,
살좀,Noun,교촌 전,1,0.00143%,살좀 ,,,
살좀,Noun,교촌 전,1,0.00143%,살좀 ,,,
살지마,Verb,교촌 전,1,0.00143%,살지마 ,,,
살지마,Verb,교촌 전,1,0.00143%,살지마 ,,,
살지요,Verb,교촌 전,1,0.00143%,살지요 ,,,
살지요,Verb,교촌 전,1,0.00143%,살지요 ,,,
살짝,Noun,교촌 전,1,0.00143%,살짝 ,,,
살짝,Noun,교촌 전,1,0.00143%,살짝 ,,,
살짝,Noun,교촌 전,1,0.00143%,살짝 ,,,
살짝,Noun,교촌 전,1,0.00143%,살짝 ,,,
살짝,Noun,교촌 전,1,0.00143%,살짝 ,,,
살짝,Noun,교촌 전,1,0.00143%,살짝 ,,,
살짝,Noun,교촌 전,1,0.00143%,살짝 ,,,
살짝,Noun,교촌 전,1,0.00143%,살짝 ,,,
살쪄,Adjective,교촌 전,1,0.00143%,살쪄 ,,,
살쪄,Adjective,교촌 전,1,0.00143%,살쪄 ,,,
살쪄서,Adjective,교촌 전,1,0.00143%,살쪄서 ,,,
살쪄서,Adjective,교촌 전,1,0.00143%,살쪄서 ,,,
살찐,Noun,교촌 전,1,0.00143%,살찐 ,,,
살찐,Noun,교촌 전,1,0.00143%,살찐 ,,,
살찐,Noun,교촌 전,1,0.00143%,살찐 ,,,
살찐,Noun,교촌 전,1,0.00143%,살찐 ,,,
살찐,Noun,교촌 전,1,0.00143%,살찐 ,,,
살찐,Noun,교촌 전,1,0.00143%,살찐 ,,,
살파,Noun,교촌 전,1,0.00143%,살파 ,,,
살파,Noun,교촌 전,1,0.00143%,살파 ,,,
삶,Noun,교촌 전,1,0.00143%,삶 ,,,
삶,Noun,교촌 전,1,0.00143%,삶 ,,,
삼,Modifier,교촌 전,1,0.00143%,삼 ,,,
삼,Modifier,교촌 전,1,0.00143%,삼 ,,,
삼,Modifier,교촌 전,1,0.00143%,삼 ,,,
삼,Modifier,교촌 전,1,0.00143%,삼 ,,,
삼,Modifier,교촌 전,1,0.00143%,삼 ,,,
삼,Modifier,교촌 전,1,0.00143%,삼 ,,,
삼,Modifier,교촌 전,1,0.00143%,삼 ,,,
삼,Noun,교촌 전,1,0.00143%,삼 ,,,
삼겹살,Noun,교촌 전,1,0.00143%,삼겹살 ,,,
삼식이,Noun,교촌 전,1,0.00143%,삼식이 ,,,
삼식이,Noun,교촌 전,1,0.00143%,삼식이 ,,,
삼천원,Noun,교촌 전,1,0.00143%,삼천원 ,,,
삼천원,Noun,교촌 전,1,0.00143%,삼천원 ,,,
삼촌,Noun,교촌 전,1,0.00143%,삼촌 ,,,
삼촌,Noun,교촌 전,1,0.00143%,삼촌 ,,,
삽니다,Verb,교촌 전,1,0.00143%,삽니다 ,,,
삽니다,Verb,교촌 전,1,0.00143%,삽니다 ,,,
삽시다,Verb,교촌 전,1,0.00143%,삽시다 ,,,
삽시다,Verb,교촌 전,1,0.00143%,삽시다 ,,,
삽질,Noun,교촌 전,1,0.00143%,삽질 ,,,
삽질,Noun,교촌 전,1,0.00143%,삽질 ,,,
삿대질,Noun,교촌 전,1,0.00143%,삿대질 ,,,
삿대질,Noun,교촌 전,1,0.00143%,삿대질 ,,,
샀지요,Verb,교촌 전,1,0.00143%,샀지요 ,,,
샀지요,Verb,교촌 전,1,0.00143%,샀지요 ,,,
샀지요,Verb,교촌 전,2,0.00143%,샀지요 샀지요 ,,,
상,Suffix,교촌 전,1,0.00143%,상 ,,,
상,Suffix,교촌 전,1,0.00143%,상 ,,,
상,Suffix,교촌 전,1,0.00143%,상 ,,,
상,Suffix,교촌 전,1,0.00143%,상 ,,,
상,Suffix,교촌 전,1,0.00143%,상 ,,,
상,Suffix,교촌 전,1,0.00143%,상 ,,,
상,Suffix,교촌 전,1,0.00143%,상 ,,,
상,Suffix,교촌 전,1,0.00143%,상 ,,,
상,Suffix,교촌 전,1,0.00143%,상 ,,,
상,Suffix,교촌 전,1,0.00143%,상 ,,,
상,Suffix,교촌 전,1,0.00143%,상 ,,,
상,Suffix,교촌 전,1,0.00143%,상 ,,,
상것,Noun,교촌 전,1,0.00143%,상것 ,,,
상것,Noun,교촌 전,1,0.00143%,상것 ,,,
상곰,Noun,교촌 전,1,0.00143%,상곰 ,,,
상공,Noun,교촌 전,1,0.00143%,상공 ,,,
상공,Noun,교촌 전,1,0.00143%,상공 ,,,
상공,Noun,교촌 전,1,0.00143%,상공 ,,,
상공,Noun,교촌 전,1,0.00143%,상공 ,,,
상공,Noun,교촌 전,1,0.00143%,상공 ,,,
상공,Noun,교촌 전,1,0.00143%,상공 ,,,
상관,Noun,교촌 전,1,0.00143%,상관 ,,,
상관,Noun,교촌 전,1,0.00143%,상관 ,,,
상관없지만,Adjective,교촌 전,1,0.00143%,상관없지만 ,,,
상관없지만,Adjective,교촌 전,1,0.00143%,상관없지만 ,,,
상권,Noun,교촌 전,1,0.00143%,상권 ,,,
상권,Noun,교촌 전,1,0.00143%,상권 ,,,
상권,Noun,교촌 전,1,0.00143%,상권 ,,,
상권,Noun,교촌 전,1,0.00143%,상권 ,,,
상담사,Noun,교촌 전,1,0.00143%,상담사 ,,,
상담사,Noun,교촌 전,1,0.00143%,상담사 ,,,
상당수,Noun,교촌 전,1,0.00143%,상당수 ,,,
상당수,Noun,교촌 전,1,0.00143%,상당수 ,,,
상당히,Adjective,교촌 전,1,0.00143%,상당히 ,,,
상당히,Adjective,교촌 전,1,0.00143%,상당히 ,,,
상당히,Adjective,교촌 전,1,0.00143%,상당히 ,,,
상당히,Adjective,교촌 전,1,0.00143%,상당히 ,,,
상대,Noun,교촌 전,1,0.00143%,상대 ,,,
상대,Noun,교촌 전,1,0.00143%,상대 ,,,
상대방,Noun,교촌 전,1,0.00143%,상대방 ,,,
상또,Noun,교촌 전,2,0.00143%,상또 상또 ,,,
상랑,Noun,교촌 전,1,0.00143%,상랑 ,,,
상모,Noun,교촌 전,1,0.00143%,상모 ,,,
상모,Noun,교촌 전,1,0.00143%,상모 ,,,
상무,Noun,교촌 전,1,0.00143%,상무 ,,,
상무,Noun,교촌 전,1,0.00143%,상무 ,,,
상무,Noun,교촌 전,1,0.00143%,상무 ,,,
상무,Noun,교촌 전,1,0.00143%,상무 ,,,
상무,Noun,교촌 전,2,0.00143%,상무 상무 ,,,
상무,Noun,교촌 전,1,0.00143%,상무 ,,,
상무,Noun,교촌 전,1,0.00143%,상무 ,,,
상무,Noun,교촌 전,1,0.00143%,상무 ,,,
상무,Noun,교촌 전,1,0.00143%,상무 ,,,
상무,Noun,교촌 전,1,0.00143%,상무 ,,,
상무,Noun,교촌 전,1,0.00143%,상무 ,,,
상무,Noun,교촌 전,5,0.00143%,상무 상무 상무 상무 상무 ,,,
상무,Noun,교촌 전,5,0.00143%,상무 상무 상무 상무 상무 ,,,
상무,Noun,교촌 전,1,0.00143%,상무 ,,,
상무,Noun,교촌 전,2,0.00143%,상무 상무 ,,,
상무,Noun,교촌 전,2,0.00143%,상무 상무 ,,,
상무,Noun,교촌 전,1,0.00143%,상무 ,,,
상무,Noun,교촌 전,1,0.00143%,상무 ,,,
상무,Noun,교촌 전,1,0.00143%,상무 ,,,
상무,Noun,교촌 전,1,0.00143%,상무 ,,,
상무고,Noun,교촌 전,1,0.00143%,상무고 ,,,
상무고,Noun,교촌 전,1,0.00143%,상무고 ,,,
상보,Noun,교촌 전,1,0.00143%,상보 ,,,
상보,Noun,교촌 전,1,0.00143%,상보 ,,,
상봉,Noun,교촌 전,1,0.00143%,상봉 ,,,
상사,Noun,교촌 전,1,0.00143%,상사 ,,,
상사,Noun,교촌 전,2,0.00143%,상사 상사 ,,,
상사,Noun,교촌 전,1,0.00143%,상사 ,,,
상상,Noun,교촌 전,1,0.00143%,상상 ,,,
상상,Noun,교촌 전,1,0.00143%,상상 ,,,
상속,Noun,교촌 전,1,0.00143%,상속 ,,,
상속,Noun,교촌 전,1,0.00143%,상속 ,,,
상순이,Noun,교촌 전,1,0.00143%,상순이 ,,,
상순이,Noun,교촌 전,1,0.00143%,상순이 ,,,
상습,Noun,교촌 전,1,0.00143%,상습 ,,,
상습,Noun,교촌 전,1,0.00143%,상습 ,,,
상승,Noun,교촌 전,1,0.00143%,상승 ,,,
상승,Noun,교촌 전,1,0.00143%,상승 ,,,
상암동,Noun,교촌 전,2,0.00143%,상암동 상암동 ,,,
상위,Noun,교촌 전,1,0.00143%,상위 ,,,
상위,Noun,교촌 전,1,0.00143%,상위 ,,,
상위,Noun,교촌 전,2,0.00143%,상위 상위 ,,,
상이,Noun,교촌 전,1,0.00143%,상이 ,,,
상이,Noun,교촌 전,1,0.00143%,상이 ,,,
상인,Noun,교촌 전,1,0.00143%,상인 ,,,
상인,Noun,교촌 전,1,0.00143%,상인 ,,,
상인,Noun,교촌 전,1,0.00143%,상인 ,,,
상임,Noun,교촌 전,1,0.00143%,상임 ,,,
상임,Noun,교촌 전,1,0.00143%,상임 ,,,
상장,Noun,교촌 전,1,0.00143%,상장 ,,,
상장,Noun,교촌 전,1,0.00143%,상장 ,,,
상존,Noun,교촌 전,1,0.00143%,상존 ,,,
상존,Noun,교촌 전,1,0.00143%,상존 ,,,
상추,Noun,교촌 전,1,0.00143%,상추 ,,,
상추,Noun,교촌 전,1,0.00143%,상추 ,,,
상큼,Noun,교촌 전,1,0.00143%,상큼 ,,,
상큼,Noun,교촌 전,1,0.00143%,상큼 ,,,
상태,Noun,교촌 전,1,0.00143%,상태 ,,,
상태,Noun,교촌 전,1,0.00143%,상태 ,,,
상태,Noun,교촌 전,1,0.00143%,상태 ,,,
상태,Noun,교촌 전,1,0.00143%,상태 ,,,
상태,Noun,교촌 전,1,0.00143%,상태 ,,,
상태,Noun,교촌 전,1,0.00143%,상태 ,,,
상태,Noun,교촌 전,1,0.00143%,상태 ,,,
상태,Noun,교촌 전,1,0.00143%,상태 ,,,
상태,Noun,교촌 전,1,0.00143%,상태 ,,,
상태,Noun,교촌 전,1,0.00143%,상태 ,,,
상판,Noun,교촌 전,1,0.00143%,상판 ,,,
상판,Noun,교촌 전,1,0.00143%,상판 ,,,
상표,Noun,교촌 전,1,0.00143%,상표 ,,,
상표,Noun,교촌 전,1,0.00143%,상표 ,,,
상표,Noun,교촌 전,1,0.00143%,상표 ,,,
상표,Noun,교촌 전,1,0.00143%,상표 ,,,
상행위,Noun,교촌 전,1,0.00143%,상행위 ,,,
상행위,Noun,교촌 전,1,0.00143%,상행위 ,,,
상호,Noun,교촌 전,1,0.00143%,상호 ,,,
상호,Noun,교촌 전,1,0.00143%,상호 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,2,0.00143%,상황 상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
상황,Noun,교촌 전,2,0.00143%,상황 상황 ,,,
상황,Noun,교촌 전,2,0.00143%,상황 상황 ,,,
상황,Noun,교촌 전,1,0.00143%,상황 ,,,
새,Modifier,교촌 전,1,0.00143%,새 ,,,
새,Modifier,교촌 전,1,0.00143%,새 ,,,
새,Modifier,교촌 전,1,0.00143%,새 ,,,
새,Modifier,교촌 전,1,0.00143%,새 ,,,
새,Noun,교촌 전,1,0.00143%,새 ,,,
새,Noun,교촌 전,1,0.00143%,새 ,,,
새끼,Noun,교촌 전,1,0.00143%,새끼 ,,,
새끼,Noun,교촌 전,1,0.00143%,새끼 ,,,
새끼,Noun,교촌 전,1,0.00143%,새끼 ,,,
새끼,Noun,교촌 전,1,0.00143%,새끼 ,,,
새끼,Noun,교촌 전,1,0.00143%,새끼 ,,,
새끼,Noun,교촌 전,1,0.00143%,새끼 ,,,
